,pathway,reaction,pathway name,pathway description
11933,map01120,R06973,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11934,map01120,R06977,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11935,map01120,R06978,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11936,map01120,R06979,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11937,map01120,R06982,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11938,map01120,R06983,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11939,map01120,R06988,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11940,map01120,R06989,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11941,map01120,R06990,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11942,map01120,R07125,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11943,map01120,R07136,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11944,map01120,R07137,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11945,map01120,R07157,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11946,map01120,R07159,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11947,map01120,R07168,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11948,map01120,R07174,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11949,map01120,R07177,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11950,map01120,R07365,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11951,map01120,R07476,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11952,map01120,R07514,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11953,map01120,R07515,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11954,map01120,R07618,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11955,map01120,R07638,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11956,map01120,R07650,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11957,map01120,R07657,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11958,map01120,R07663,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11959,map01120,R07664,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11960,map01120,R07665,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11961,map01120,R07666,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11962,map01120,R07667,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11963,map01120,R07668,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11964,map01120,R07669,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11965,map01120,R07670,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11966,map01120,R07671,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11967,map01120,R07677,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11968,map01120,R07687,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11969,map01120,R07688,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11970,map01120,R07689,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11971,map01120,R07690,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11972,map01120,R07691,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11973,map01120,R07692,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11974,map01120,R07695,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11975,map01120,R07696,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11976,map01120,R07697,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11977,map01120,R07700,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11978,map01120,R07701,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11979,map01120,R07703,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11980,map01120,R07704,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11981,map01120,R07705,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11982,map01120,R07706,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11983,map01120,R07707,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11984,map01120,R07708,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11985,map01120,R07709,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11986,map01120,R07710,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11987,map01120,R07713,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11988,map01120,R07727,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11989,map01120,R07730,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11990,map01120,R07734,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11991,map01120,R07779,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11992,map01120,R07780,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11993,map01120,R07781,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11994,map01120,R07782,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11995,map01120,R07783,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11996,map01120,R07784,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11997,map01120,R07785,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11998,map01120,R07793,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
11999,map01120,R07794,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12000,map01120,R07795,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12001,map01120,R07799,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12002,map01120,R07800,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12003,map01120,R07801,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12004,map01120,R07802,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12005,map01120,R07803,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12006,map01120,R07804,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12007,map01120,R07827,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12008,map01120,R07828,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12009,map01120,R07829,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12010,map01120,R07831,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12011,map01120,R07832,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12012,map01120,R07833,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12013,map01120,R07835,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12014,map01120,R07836,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12015,map01120,R07837,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12016,map01120,R07838,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12017,map01120,R07839,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12018,map01120,R07854,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12019,map01120,R07855,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12020,map01120,R07881,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12021,map01120,R07939,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12022,map01120,R07946,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12023,map01120,R07947,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12024,map01120,R07948,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12025,map01120,R07949,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12026,map01120,R07954,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12027,map01120,R07955,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12028,map01120,R07956,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12029,map01120,R07957,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12030,map01120,R07958,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12031,map01120,R07961,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12032,map01120,R07962,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12033,map01120,R07963,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12034,map01120,R07964,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12035,map01120,R07965,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12036,map01120,R07966,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12037,map01120,R07967,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12038,map01120,R07968,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12039,map01120,R07969,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12040,map01120,R07970,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12041,map01120,R07971,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12042,map01120,R07972,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12043,map01120,R07973,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12044,map01120,R07974,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12045,map01120,R07975,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12046,map01120,R07976,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12047,map01120,R07980,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12048,map01120,R07981,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12049,map01120,R07982,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12050,map01120,R07984,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12051,map01120,R07985,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12052,map01120,R07986,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12053,map01120,R08014,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12054,map01120,R08015,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12055,map01120,R08016,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12056,map01120,R08017,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12057,map01120,R08018,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12058,map01120,R08019,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12059,map01120,R08027,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12060,map01120,R08030,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12061,map01120,R08033,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12062,map01120,R08034,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12063,map01120,R08035,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12064,map01120,R08036,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12065,map01120,R08040,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12066,map01120,R08041,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12067,map01120,R08042,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12068,map01120,R08043,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12069,map01120,R08044,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12070,map01120,R08045,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12071,map01120,R08046,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12072,map01120,R08047,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12073,map01120,R08049,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12074,map01120,R08050,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12075,map01120,R08058,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12076,map01120,R08059,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12077,map01120,R08060,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12078,map01120,R08100,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12079,map01120,R08101,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12080,map01120,R08103,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12081,map01120,R08104,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12082,map01120,R08105,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12083,map01120,R08106,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12084,map01120,R08108,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12085,map01120,R08109,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12086,map01120,R08110,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12087,map01120,R08111,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12088,map01120,R08112,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12089,map01120,R08113,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12090,map01120,R08114,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12091,map01120,R08115,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12092,map01120,R08116,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12093,map01120,R08117,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12094,map01120,R08118,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12095,map01120,R08119,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12096,map01120,R08120,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12097,map01120,R08121,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12098,map01120,R08122,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12099,map01120,R08123,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12100,map01120,R08214,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12101,map01120,R08215,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12102,map01120,R08217,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12103,map01120,R08323,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12104,map01120,R08328,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12105,map01120,R08331,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12106,map01120,R08332,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12107,map01120,R08433,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12108,map01120,R08503,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12109,map01120,R08553,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12110,map01120,R08570,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12111,map01120,R08571,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12112,map01120,R08572,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12113,map01120,R08603,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12114,map01120,R08764,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12115,map01120,R08926,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12116,map01120,R09030,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12117,map01120,R09031,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12118,map01120,R09084,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12119,map01120,R09085,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12120,map01120,R09086,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12121,map01120,R09096,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12122,map01120,R09097,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12123,map01120,R09098,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12124,map01120,R09099,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12125,map01120,R09102,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12126,map01120,R09103,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12127,map01120,R09104,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12128,map01120,R09105,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12129,map01120,R09124,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12130,map01120,R09125,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12131,map01120,R09126,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12132,map01120,R09127,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12133,map01120,R09128,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12134,map01120,R09130,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12135,map01120,R09131,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12136,map01120,R09132,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12137,map01120,R09133,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12138,map01120,R09134,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12139,map01120,R09135,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12140,map01120,R09136,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12141,map01120,R09137,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12142,map01120,R09138,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12143,map01120,R09141,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12144,map01120,R09142,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12145,map01120,R09143,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12146,map01120,R09144,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12147,map01120,R09145,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12148,map01120,R09146,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12149,map01120,R09147,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12150,map01120,R09148,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12151,map01120,R09149,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12152,map01120,R09150,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12153,map01120,R09152,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12154,map01120,R09153,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12155,map01120,R09154,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12156,map01120,R09155,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12157,map01120,R09156,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12158,map01120,R09157,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12159,map01120,R09158,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12160,map01120,R09159,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12161,map01120,R09160,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12162,map01120,R09161,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12163,map01120,R09162,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12164,map01120,R09163,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12165,map01120,R09164,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12166,map01120,R09165,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12167,map01120,R09166,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12168,map01120,R09167,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12169,map01120,R09168,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12170,map01120,R09169,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12171,map01120,R09170,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12172,map01120,R09171,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12173,map01120,R09172,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12174,map01120,R09173,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12175,map01120,R09174,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12176,map01120,R09175,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12177,map01120,R09176,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12178,map01120,R09177,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12179,map01120,R09178,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12180,map01120,R09179,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12181,map01120,R09180,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12182,map01120,R09181,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12183,map01120,R09182,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12184,map01120,R09183,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12185,map01120,R09184,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12186,map01120,R09185,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12187,map01120,R09201,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12188,map01120,R09202,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12189,map01120,R09203,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12190,map01120,R09204,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12191,map01120,R09205,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12192,map01120,R09206,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12193,map01120,R09207,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12194,map01120,R09208,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12195,map01120,R09209,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12196,map01120,R09210,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12197,map01120,R09211,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12198,map01120,R09212,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12199,map01120,R09213,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12200,map01120,R09214,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12201,map01120,R09215,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12202,map01120,R09216,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12203,map01120,R09217,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12204,map01120,R09218,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12205,map01120,R09219,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12206,map01120,R09220,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12207,map01120,R09221,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12208,map01120,R09222,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12209,map01120,R09223,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12210,map01120,R09224,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12211,map01120,R09225,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12212,map01120,R09226,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12213,map01120,R09227,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12214,map01120,R09228,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12215,map01120,R09229,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12216,map01120,R09230,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12217,map01120,R09231,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12218,map01120,R09232,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12219,map01120,R09233,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12220,map01120,R09234,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12221,map01120,R09235,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12222,map01120,R09236,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12223,map01120,R09237,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12224,map01120,R09238,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12225,map01120,R09239,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12226,map01120,R09240,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12227,map01120,R09241,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12228,map01120,R09242,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12229,map01120,R09243,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12230,map01120,R09252,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12231,map01120,R09270,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12232,map01120,R09271,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12233,map01120,R09272,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12234,map01120,R09273,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12235,map01120,R09274,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12236,map01120,R09275,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12237,map01120,R09276,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12238,map01120,R09277,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12239,map01120,R09278,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12240,map01120,R09279,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12241,map01120,R09280,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12242,map01120,R09281,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
